Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
NIFTY,29-Nov-2021,30-Dec-2021,CE,17750,99.7,103.2,64,81.85,80.15,81.85,1575,14046.16,68.03,56400,7150,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,17800,15,91.2,15,71.35,71.05,71.35,30533,272921.84,1178.14,746150,85550,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,17900,55.8,72.1,46.9,54.6,54,54.6,16470,147894.22,487.72,401450,10450,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,17950,48.8,64.05,41.85,48.2,47.35,48.2,3311,29805.64,89.42,47700,-11400,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18000,50,57.3,36.55,42.6,42.05,42.6,81983,739791.48,1944.48,3091950,371525,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18050,43.15,50.95,30.65,36.75,32.05,36.75,2866,25924.71,59.06,131550,22250,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18100,32.2,44.6,27.75,31.35,32,31.35,18182,164868.26,321.16,399550,6950,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18150,32.5,39.95,25,27.45,26.75,27.45,941,8554.3,14.72,39100,8250,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18200,24.95,35.2,20.7,23.75,22.65,23.75,18892,172173.11,255.91,583850,67950,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18250,25.05,31.15,18.45,21.1,20.8,21.1,1373,12545.38,16.75,54400,7700,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18300,20,28.5,16.4,18.6,18.55,18.6,16039,146930.02,173.17,480950,104350,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18350,18.8,25.7,15.1,16.65,16.5,16.65,945,8679.53,9.15,20700,-4600,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18400,19.85,25.25,14.35,15.2,14.5,15.2,8357,76959.16,74.76,223850,17600,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18450,16.05,21.9,13.7,14.5,13.7,14.5,1643,15170.46,13.79,26700,-14500,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18500,15.6,20.35,12.6,13.4,13.4,13.4,21058,194950.83,164.33,1402025,-65075,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18550,11.1,18.65,11.1,12.05,12.2,12.05,387,3592.27,2.84,19550,-5850,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18600,12.65,19.95,10.5,11.05,11,11.05,3716,34582.46,23.66,280750,900,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18650,10.15,15.65,9.9,10.8,10.45,10.8,342,3191.33,2.18,33900,150,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18700,11.7,14.9,8.95,9.5,9.4,9.5,4145,38779.06,23.31,310550,4100,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18750,11.35,13.45,8.6,8.95,9.5,8.95,1064,9980.54,5.54,112750,5950,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18800,9.2,12,8.1,8.4,8.4,8.4,3104,29192.5,14.9,380950,-40200,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18850,12.55,12.55,7.15,8.6,8.1,8.6,330,3111.81,1.56,13850,-5350,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18900,12.55,12.55,7.35,7.75,7.8,7.75,1616,15278.05,6.85,311000,-3800,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,18950,8.65,9.25,6.15,7.55,7,7.55,89,843.63,0.36,8150,-1400,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19000,9.95,10.3,7,7.85,8,7.85,8833,83950.57,37.07,1874150,-59300,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19050,8.55,9.95,7.05,7.5,7.1,7.5,156,1486.54,0.64,10850,-850,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19100,6.3,9.95,6.3,7.95,8,7.95,1005,9601.8,4.05,213650,150,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19150,9.3,9.3,7.75,7.75,7.75,18.85,28,268.22,0.12,5700,-300,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19200,8.6,8.75,6,7.05,7.25,7.05,1222,11735.59,4.39,176950,-12750,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19250,7.9,7.9,7.9,7.9,7.9,15.45,1,9.63,0,7350,50,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19300,7,14.4,6.15,6.75,6.6,6.75,780,7529.71,2.71,76550,-11450,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19350,11.05,11.05,5,5.4,5.75,5.4,22,212.92,0.07,2200,100,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19400,7.95,7.95,5.8,6.65,6.85,6.65,228,2212.35,0.75,12500,-900,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19450,5.75,5.75,5.75,5.75,5.75,10.2,1,9.73,0,3400,0,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19500,6.5,7.75,4.75,6.2,6.15,6.2,2012,19623.16,6.16,848550,-18200,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19550,6.05,6.05,5.25,5.4,5.6,5.4,44,430.23,0.13,4000,150,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19600,11.35,11.35,4.8,6.35,6.35,6.35,128,1254.81,0.41,14300,-50,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19650,17.2,17.2,5,6.15,6.15,6.15,23,226.06,0.08,3900,-250,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19700,4.7,6.65,4.65,5.5,5.45,5.5,93,916.32,0.27,10850,400,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19750,6,7.9,5.55,5.55,5.55,5.55,22,217.32,0.07,2850,400,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19800,7,7.9,4.6,6.35,5.45,6.35,148,1465.64,0.44,7900,0,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19850,5,12.25,4.55,5.15,4.9,5.15,27,268.06,0.08,4150,100,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19900,6.05,6.4,4.6,5.1,5.2,5.1,77,766.36,0.21,21250,-550,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,19950,6.35,7.5,5.55,5.85,5.75,5.85,327,3262.86,1.04,11650,1700,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,20000,7,7.35,5.1,5.25,5.2,5.25,3217,32178.99,8.99,1093950,-15100,-
NIFTY,29-Nov-2021,30-Dec-2021,CE,20500,5.5,5.95,4.2,4.35,4.25,4.35,2385,24452.11,5.86,522500,-45400,-
