Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
NIFTY,29-Nov-2021,16-Dec-2021,CE,18600,4.85,12.5,4.85,6.05,5.8,6.05,86,800.13,0.33,5550,400,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18650,0,0,0,579.8,0,10.95,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18700,14.95,15.1,4.65,6.65,7,6.65,137,1281.58,0.63,2950,2400,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18750,7,10.35,1.95,7,7,8.2,18,168.81,0.06,950,600,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18800,0,0,0,517.35,0,7.1,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18850,0,0,0,8,8,6.1,0,0,0,200,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18900,6.3,6.3,6.2,6.2,6.2,5.25,3,28.36,0.01,450,50,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,18950,0,0,0,459.95,0,4.5,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19000,5.3,6.1,3.75,5.25,5.25,5.25,40,380.11,0.11,4850,50,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19050,0,0,0,7.4,7.4,3.3,0,0,0,1050,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19100,0,0,0,407.35,0,2.8,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19150,0,0,0,9.4,10,2.4,0,0,0,100,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19200,0,0,0,11.95,11.95,2.05,0,0,0,100,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19250,0,0,0,359.45,0,1.7,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19300,7.2,9.5,7.2,7.2,7.2,7.2,13,125.5,0.05,850,450,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19350,0,0,0,18,18,1.25,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19400,0,0,0,316.05,0,1.05,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19450,0,0,0,21.3,21.3,0.85,0,0,0,50,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19500,4.1,5,4.1,5,5,5,5,48.76,0.01,1500,200,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19550,0,0,0,277.65,0,0.6,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19600,0,0,0,7.95,7.95,0.5,0,0,0,50,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19650,0,0,0,8.1,8.1,0.45,0,0,0,400,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19700,0,0,0,241.9,0,0.35,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19750,0,0,0,6,6,0.3,0,0,0,600,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19800,0,0,0,9,9,0.25,0,0,0,100,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19850,0,0,0,210.4,0,0.2,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19900,2.55,15,2.55,6.05,5.7,6.05,95,945.63,0.38,3250,2350,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,19950,0,0,0,216.9,0,0.15,0,0,0,0,0,-
NIFTY,29-Nov-2021,16-Dec-2021,CE,20000,3.1,5,3,3.3,3.1,3.3,175,1750.3,0.3,12950,4500,-
